Starting a Gradle Daemon, 2 busy Daemons could not be reused, use --status for details
> Task :compileJava UP-TO-DATE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :run
Matrix size: 17X17
Matrix size: 17X17
Matrix size: 119X119
Matrix size: 122X122
Matrix size: 102X102
Matrix size: 103X103
Matrix size: 161X161
Matrix size: 162X162
Matrix size: 330X330
Matrix size: 341X341
Matrix size: 56X56
Matrix size: 57X57
Matrix size: 37X37
Matrix size: 37X37
Matrix size: 207X207
Matrix size: 211X211
Matrix size: 6X6
Matrix size: 6X6
Matrix size: 185X185
Matrix size: 191X191
Matrix size: 307X307
Matrix size: 315X315
Matrix size: 145X145
Matrix size: 148X148
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 42X42
Matrix size: 42X42
Matrix size: 291X291
Matrix size: 299X299
Matrix size: 17X17
Matrix size: 17X17
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 61X61
Matrix size: 60X60
Matrix size: 172X172
Matrix size: 176X176
Matrix size: 145X145
Matrix size: 147X147
Matrix size: 79X79
Matrix size: 81X81
Matrix size: 47X47
Matrix size: 48X48
Matrix size: 69X69
Matrix size: 69X69
Matrix size: 99X99
Matrix size: 102X102
Matrix size: 123X123
Matrix size: 128X128
Matrix size: 16X16
Matrix size: 16X16
Matrix size: 66X66
Matrix size: 67X67
Matrix size: 54X54
Matrix size: 56X56
Matrix size: 86X86
Matrix size: 90X90
Matrix size: 163X163
Matrix size: 167X167
Matrix size: 32X32
Matrix size: 32X32
Matrix size: 22X22
Matrix size: 22X22
Matrix size: 86X86
Matrix size: 89X89
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 99X99
Matrix size: 102X102
Matrix size: 150X150
Matrix size: 154X154
Matrix size: 66X66
Matrix size: 66X66
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 30X30
Matrix size: 31X31
Matrix size: 98X98
Matrix size: 101X101
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 20X20
Matrix size: 20X20
Matrix size: 32X32
Matrix size: 34X34
Matrix size: 47X47
Matrix size: 47X47
Matrix size: 16X16
Matrix size: 16X16
Matrix size: 15X15
Matrix size: 15X15
Matrix size: 18X18
Matrix size: 18X18
Matrix size: 18X18
Matrix size: 18X18
Matrix size: 41X41
Matrix size: 39X39
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 15X15
Matrix size: 15X15
Matrix size: 13X13
Matrix size: 13X13
Matrix size: 17X17
Matrix size: 17X17
Matrix size: 39X39
Matrix size: 39X39
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 22X22
Matrix size: 22X22
Matrix size: 16X16
Matrix size: 17X17
Matrix size: 38X38
Matrix size: 38X38
Matrix size: 21X21
Matrix size: 21X21
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 29X29
Matrix size: 29X29
Matrix size: 3X3
Matrix size: 4X4
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 37X37
Matrix size: 37X37
Matrix size: 108X108
Matrix size: 109X109
Matrix size: 87X87
Matrix size: 89X89
Matrix size: 47X47
Matrix size: 47X47
Matrix size: 32X32
Matrix size: 32X32
Matrix size: 62X62
Matrix size: 62X62
Matrix size: 78X78
Matrix size: 80X80
Matrix size: 83X83
Matrix size: 84X84
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 32X32
Matrix size: 32X32
Matrix size: 28X28
Matrix size: 29X29
Matrix size: 51X51
Matrix size: 50X50
Matrix size: 98X98
Matrix size: 100X100
Matrix size: 15X15
Matrix size: 16X16
Matrix size: 17X17
Matrix size: 17X17
Matrix size: 55X55
Matrix size: 54X54
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 59X59
Matrix size: 60X60
Matrix size: 118X118
Matrix size: 118X118
Matrix size: 50X50
Matrix size: 50X50
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 13X13
Matrix size: 13X13
Matrix size: 76X76
Matrix size: 76X76
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 30X30
Matrix size: 30X30
Matrix size: 91X91
Matrix size: 93X93
Matrix size: 90X90
Matrix size: 90X90
Matrix size: 43X43
Matrix size: 43X43
Matrix size: 27X27
Matrix size: 27X27
Matrix size: 43X43
Matrix size: 42X42
Matrix size: 50X50
Matrix size: 51X51
Matrix size: 92X92
Matrix size: 93X93
Matrix size: 10X10
Matrix size: 10X10
Matrix size: 28X28
Matrix size: 29X29
Matrix size: 35X35
Matrix size: 35X35
Matrix size: 48X48
Matrix size: 49X49
Matrix size: 93X93
Matrix size: 94X94
Matrix size: 19X19
Matrix size: 19X19
Matrix size: 15X15
Matrix size: 14X14
Matrix size: 49X49
Matrix size: 49X49
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 40X40
Matrix size: 39X39
Matrix size: 80X80
Matrix size: 82X82
Matrix size: 40X40
Matrix size: 41X41
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 8X8
Matrix size: 8X8
Matrix size: 71X71
Matrix size: 71X71
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 9X9
Matrix size: 9X9
Matrix size: 24X24
Matrix size: 23X23
Matrix size: 19X19
Matrix size: 19X19
Matrix size: 6X6
Matrix size: 6X6
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 7X7
Matrix size: 8X8
Matrix size: 15X15
Matrix size: 16X16
Matrix size: 9X9
Matrix size: 9X9
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 12X12
Matrix size: 12X12
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 24X24
Matrix size: 24X24
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 8X8
Matrix size: 8X8
Matrix size: 10X10
Matrix size: 10X10
Matrix size: 20X20
Matrix size: 19X19
Matrix size: 17X17
Matrix size: 17X17
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 12X12
Matrix size: 13X13
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 244X244
Matrix size: 256X256
Matrix size: 667X667
Matrix size: 692X692
Matrix size: 633X633
Matrix size: 650X650
Matrix size: 307X307
Matrix size: 322X322
Matrix size: 127X127
Matrix size: 132X132
Matrix size: 316X316
Matrix size: 332X332
Matrix size: 361X361
Matrix size: 377X377
Matrix size: 621X621
Matrix size: 650X650
Matrix size: 36X36
Matrix size: 36X36
Matrix size: 221X221
Matrix size: 225X225
Matrix size: 203X203
Matrix size: 209X209
Matrix size: 322X322
Matrix size: 335X335
Matrix size: 604X604
Matrix size: 623X623
Matrix size: 122X122
Matrix size: 123X123
Matrix size: 69X69
Matrix size: 70X70
Matrix size: 392X392
Matrix size: 401X401
Matrix size: 16X16
Matrix size: 17X17
Matrix size: 391X391
Matrix size: 411X411
Matrix size: 657X657
Matrix size: 677X677
Matrix size: 291X291
Matrix size: 293X293
Matrix size: 17X17
Matrix size: 17X17
Matrix size: 87X87
Matrix size: 92X92
Matrix size: 518X518
Matrix size: 540X540
Matrix size: 34X34
Matrix size: 34X34
Matrix size: 22X22
Matrix size: 22X22
Matrix size: 91X91
Matrix size: 92X92
Matrix size: 281X281
Matrix size: 289X289
Matrix size: 263X263
Matrix size: 266X266
Matrix size: 132X132
Matrix size: 138X138
Matrix size: 59X59
Matrix size: 63X63
Matrix size: 118X118
Matrix size: 123X123
Matrix size: 156X156
Matrix size: 160X160
Matrix size: 266X266
Matrix size: 271X271
Matrix size: 23X23
Matrix size: 23X23
Matrix size: 115X115
Matrix size: 117X117
Matrix size: 93X93
Matrix size: 96X96
Matrix size: 151X151
Matrix size: 155X155
Matrix size: 285X285
Matrix size: 290X290
Matrix size: 52X52
Matrix size: 51X51
Matrix size: 48X48
Matrix size: 48X48
Matrix size: 160X160
Matrix size: 162X162
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 149X149
Matrix size: 150X150
Matrix size: 249X249
Matrix size: 253X253
Matrix size: 126X126
Matrix size: 128X128
Matrix size: 10X10
Matrix size: 10X10
Matrix size: 29X29
Matrix size: 30X30
Matrix size: 207X207
Matrix size: 211X211
Matrix size: 23X23
Matrix size: 23X23
Matrix size: 15X15
Matrix size: 14X14
Matrix size: 91X91
Matrix size: 91X91
Matrix size: 250X250
Matrix size: 253X253
Matrix size: 230X230
Matrix size: 238X238
Matrix size: 108X108
Matrix size: 111X111
Matrix size: 48X48
Matrix size: 49X49
Matrix size: 122X122
Matrix size: 124X124
Matrix size: 139X139
Matrix size: 137X137
Matrix size: 212X212
Matrix size: 214X214
Matrix size: 16X16
Matrix size: 16X16
Matrix size: 91X91
Matrix size: 94X94
Matrix size: 67X67
Matrix size: 69X69
Matrix size: 126X126
Matrix size: 128X128
Matrix size: 236X236
Matrix size: 233X233
Matrix size: 30X30
Matrix size: 31X31
Matrix size: 29X29
Matrix size: 29X29
Matrix size: 138X138
Matrix size: 136X136
Matrix size: 4X4
Matrix size: 3X3
Matrix size: 136X136
Matrix size: 137X137
Matrix size: 224X224
Matrix size: 230X230
Matrix size: 113X113
Matrix size: 114X114
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 41X41
Matrix size: 41X41
Matrix size: 232X232
Matrix size: 238X238
Matrix size: 12X12
Matrix size: 12X12
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 147X147
Matrix size: 150X150
Matrix size: 378X378
Matrix size: 391X391
Matrix size: 369X369
Matrix size: 382X382
Matrix size: 192X192
Matrix size: 197X197
Matrix size: 100X100
Matrix size: 105X105
Matrix size: 181X181
Matrix size: 186X186
Matrix size: 221X221
Matrix size: 227X227
Matrix size: 325X325
Matrix size: 341X341
Matrix size: 32X32
Matrix size: 32X32
Matrix size: 141X141
Matrix size: 146X146
Matrix size: 105X105
Matrix size: 114X114
Matrix size: 217X217
Matrix size: 223X223
Matrix size: 459X459
Matrix size: 474X474
Matrix size: 75X75
Matrix size: 78X78
Matrix size: 51X51
Matrix size: 52X52
Matrix size: 232X232
Matrix size: 240X240
Matrix size: 12X12
Matrix size: 12X12
Matrix size: 238X238
Matrix size: 245X245
Matrix size: 394X394
Matrix size: 411X411
Matrix size: 157X157
Matrix size: 163X163
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 52X52
Matrix size: 54X54
Matrix size: 298X298
Matrix size: 305X305
Matrix size: 17X17
Matrix size: 17X17
Matrix size: 12X12
Matrix size: 12X12
Matrix size: 24X24
Matrix size: 24X24
Matrix size: 79X79
Matrix size: 81X81
Matrix size: 77X77
Matrix size: 77X77
Matrix size: 55X55
Matrix size: 55X55
Matrix size: 22X22
Matrix size: 22X22
Matrix size: 50X50
Matrix size: 50X50
Matrix size: 61X61
Matrix size: 61X61
Matrix size: 67X67
Matrix size: 68X68
Matrix size: 7X7
Matrix size: 8X8
Matrix size: 34X34
Matrix size: 35X35
Matrix size: 22X22
Matrix size: 22X22
Matrix size: 50X50
Matrix size: 50X50
Matrix size: 71X71
Matrix size: 75X75
Matrix size: 17X17
Matrix size: 17X17
Matrix size: 12X12
Matrix size: 13X13
Matrix size: 56X56
Matrix size: 56X56
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 52X52
Matrix size: 52X52
Matrix size: 76X76
Matrix size: 78X78
Matrix size: 40X40
Matrix size: 40X40
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 13X13
Matrix size: 13X13
Matrix size: 74X74
Matrix size: 76X76
Matrix size: 9X9
Matrix size: 9X9
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 6X6
Matrix size: 6X6
Matrix size: 14X14
Matrix size: 14X14
Matrix size: 22X22
Matrix size: 22X22
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 12X12
Matrix size: 12X12
Matrix size: 17X17
Matrix size: 17X17
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 6X6
Matrix size: 6X6
Matrix size: 11X11
Matrix size: 11X11
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 11X11
Matrix size: 11X11
Matrix size: 11X11
Matrix size: 11X11
Matrix size: 15X15
Matrix size: 15X15
Matrix size: 6X6
Matrix size: 6X6
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 10X10
Matrix size: 9X9
Matrix size: 48X48
Matrix size: 49X49
Matrix size: 114X114
Matrix size: 115X115
Matrix size: 127X127
Matrix size: 127X127
Matrix size: 65X65
Matrix size: 65X65
Matrix size: 25X25
Matrix size: 25X25
Matrix size: 72X72
Matrix size: 72X72
Matrix size: 77X77
Matrix size: 78X78
Matrix size: 89X89
Matrix size: 91X91
Matrix size: 8X8
Matrix size: 8X8
Matrix size: 41X41
Matrix size: 44X44
Matrix size: 29X29
Matrix size: 30X30
Matrix size: 57X57
Matrix size: 57X57
Matrix size: 124X124
Matrix size: 125X125
Matrix size: 21X21
Matrix size: 20X20
Matrix size: 16X16
Matrix size: 16X16
Matrix size: 57X57
Matrix size: 58X58
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 67X67
Matrix size: 67X67
Matrix size: 112X112
Matrix size: 115X115
Matrix size: 59X59
Matrix size: 60X60
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 23X23
Matrix size: 23X23
Matrix size: 83X83
Matrix size: 83X83
Matrix size: 5X5
Matrix size: 6X6
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 9X9
Matrix size: 9X9
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 3X3
Matrix size: 2X2
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 1X1
Matrix size: 108X108
Matrix size: 112X112
Matrix size: 259X259
Matrix size: 263X263
Matrix size: 245X245
Matrix size: 247X247
Matrix size: 160X160
Matrix size: 162X162
Matrix size: 78X78
Matrix size: 78X78
Matrix size: 162X162
Matrix size: 166X166
Matrix size: 168X168
Matrix size: 168X168
Matrix size: 236X236
Matrix size: 242X242
Matrix size: 15X15
Matrix size: 15X15
Matrix size: 118X118
Matrix size: 118X118
Matrix size: 73X73
Matrix size: 74X74
Matrix size: 149X149
Matrix size: 154X154
Matrix size: 283X283
Matrix size: 284X284
Matrix size: 44X44
Matrix size: 46X46
Matrix size: 36X36
Matrix size: 36X36
Matrix size: 183X183
Matrix size: 184X184
Matrix size: 6X6
Matrix size: 6X6
Matrix size: 142X142
Matrix size: 149X149
Matrix size: 254X254
Matrix size: 259X259
Matrix size: 134X134
Matrix size: 136X136
Matrix size: 7X7
Matrix size: 8X8
Matrix size: 18X18
Matrix size: 20X20
Matrix size: 264X264
Matrix size: 267X267
Matrix size: 17X17
Matrix size: 17X17
Matrix size: 8X8
Matrix size: 8X8
Matrix size: 101X101
Matrix size: 102X102
Matrix size: 317X317
Matrix size: 327X327
Matrix size: 319X319
Matrix size: 323X323
Matrix size: 178X178
Matrix size: 182X182
Matrix size: 71X71
Matrix size: 72X72
Matrix size: 177X177
Matrix size: 178X178
Matrix size: 194X194
Matrix size: 201X201
Matrix size: 302X302
Matrix size: 317X317
Matrix size: 18X18
Matrix size: 18X18
Matrix size: 126X126
Matrix size: 128X128
Matrix size: 98X98
Matrix size: 99X99
Matrix size: 140X140
Matrix size: 143X143
Matrix size: 349X349
Matrix size: 355X355
Matrix size: 53X53
Matrix size: 52X52
Matrix size: 43X43
Matrix size: 43X43
Matrix size: 205X205
Matrix size: 212X212
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 199X199
Matrix size: 201X201
Matrix size: 367X367
Matrix size: 386X386
Matrix size: 139X139
Matrix size: 144X144
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 36X36
Matrix size: 38X38
Matrix size: 268X268
Matrix size: 280X280
Matrix size: 30X30
Matrix size: 31X31
Matrix size: 11X11
Matrix size: 11X11
Matrix size: 114X114
Matrix size: 113X113
Matrix size: 300X300
Matrix size: 303X303
Matrix size: 255X255
Matrix size: 257X257
Matrix size: 123X123
Matrix size: 126X126
Matrix size: 77X77
Matrix size: 78X78
Matrix size: 104X104
Matrix size: 104X104
Matrix size: 146X146
Matrix size: 148X148
Matrix size: 213X213
Matrix size: 216X216
Matrix size: 14X14
Matrix size: 15X15
Matrix size: 124X124
Matrix size: 125X125
Matrix size: 67X67
Matrix size: 66X66
Matrix size: 130X130
Matrix size: 133X133
Matrix size: 293X293
Matrix size: 300X300
Matrix size: 58X58
Matrix size: 59X59
Matrix size: 33X33
Matrix size: 35X35
Matrix size: 161X161
Matrix size: 165X165
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 140X140
Matrix size: 142X142
Matrix size: 266X266
Matrix size: 267X267
Matrix size: 144X144
Matrix size: 142X142
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 34X34
Matrix size: 35X35
Matrix size: 241X241
Matrix size: 244X244
Matrix size: 16X16
Matrix size: 16X16
Matrix size: 12X12
Matrix size: 12X12
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 15X15
Matrix size: 15X15
Matrix size: 41X41
Matrix size: 42X42
Matrix size: 44X44
Matrix size: 43X43
Matrix size: 25X25
Matrix size: 25X25
Matrix size: 9X9
Matrix size: 9X9
Matrix size: 24X24
Matrix size: 24X24
Matrix size: 27X27
Matrix size: 27X27
Matrix size: 33X33
Matrix size: 34X34
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 20X20
Matrix size: 20X20
Matrix size: 12X12
Matrix size: 12X12
Matrix size: 22X22
Matrix size: 24X24
Matrix size: 54X54
Matrix size: 54X54
Matrix size: 8X8
Matrix size: 9X9
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 30X30
Matrix size: 30X30
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 25X25
Matrix size: 25X25
Matrix size: 51X51
Matrix size: 51X51
Matrix size: 28X28
Matrix size: 29X29
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 10X10
Matrix size: 10X10
Matrix size: 38X38
Matrix size: 38X38
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 34X34
Matrix size: 35X35
Matrix size: 105X105
Matrix size: 105X105
Matrix size: 107X107
Matrix size: 107X107
Matrix size: 51X51
Matrix size: 52X52
Matrix size: 32X32
Matrix size: 32X32
Matrix size: 48X48
Matrix size: 50X50
Matrix size: 53X53
Matrix size: 55X55
Matrix size: 114X114
Matrix size: 115X115
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 49X49
Matrix size: 50X50
Matrix size: 30X30
Matrix size: 31X31
Matrix size: 54X54
Matrix size: 53X53
Matrix size: 99X99
Matrix size: 100X100
Matrix size: 13X13
Matrix size: 14X14
Matrix size: 8X8
Matrix size: 7X7
Matrix size: 61X61
Matrix size: 62X62
Matrix size: 48X48
Matrix size: 50X50
Matrix size: 125X125
Matrix size: 130X130
Matrix size: 42X42
Matrix size: 43X43
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 14X14
Matrix size: 14X14
Matrix size: 88X88
Matrix size: 90X90
Matrix size: 8X8
Matrix size: 9X9
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 6X6
Matrix size: 6X6
Matrix size: 10X10
Matrix size: 10X10
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 4X4
Matrix size: 5X5
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 6X6
Matrix size: 6X6
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 6X6
Matrix size: 7X7
Matrix size: 22X22
Matrix size: 22X22
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 8X8
Matrix size: 8X8
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 8X8
Matrix size: 8X8
Matrix size: 5X5
Matrix size: 5X5
Matrix size: 8X8
Matrix size: 8X8
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 17X17
Matrix size: 17X17
Matrix size: 9X9
Matrix size: 9X9
Matrix size: 9X9
Matrix size: 9X9
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 4X4
Matrix size: 4X4
Matrix size: 6X6
Matrix size: 6X6
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 6X6
Matrix size: 6X6
Matrix size: 10X10
Matrix size: 10X10
Matrix size: 14X14
Matrix size: 14X14
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 3X3
Matrix size: 3X3
Matrix size: 6X6
Matrix size: 6X6
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 3X3
Matrix size: 4X4
Matrix size: 13X13
Matrix size: 13X13
Matrix size: 7X7
Matrix size: 7X7
Matrix size: 1X1
Matrix size: 1X1
Matrix size: 18X18
Matrix size: 18X18
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 2X2
Matrix size: 2X2
==================================================
Runtime: 680476
Precision: 0.9923839
Recall: 0.97204
F1: 0.9821066
Protocol finished successfully
==================================================
Time taken: 1790825ms


BUILD SUCCESSFUL in 29m 53s
2 actionable tasks: 1 executed, 1 up-to-date
